Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open !,10/12/2023 23:40,Carrollton,TX,USA,Unknown,A blinding light shown down on my house even though there was no storm/ rain event. The light was blinding and illuminated my yard,10/12/2023,,
Open,10/12/2023 21:48,Port Arthur,TX,USA,Orb,Glowing sphere,10/12/2023,,
Open !,10/12/2023 20:35,Waynesfield,OH,USA,Triangle,"Huge, triangular craft, bright strobing lights down each side",10/12/2023,,
Open,10/12/2023 20:30,Centreville,MD,USA,Light,"Saw a distant light moving slowly and then rapidly accelerated horizontally, eventually disappearing.",10/23/2023,,
Open,10/12/2023 20:30,Green Valley,AZ,USA,Circle,Light fading in and out,10/13/2023,,
Open,10/12/2023 19:59,Yonkers,NY,USA,Circle,"I recorded 3. One moved too quickly to catch, but I think one other appears very briefly in the lower left corner of the 3rd (the longe",10/13/2023,Y,
Open,10/12/2023 19:55,Mount Vernon,WA,USA,Light,"Bright Orange light in the sky, very high up, probably 25-35,000ft. It appeared suddenly, rapidly flew around, then faded red till gone",10/13/2023,,
Open,10/12/2023 19:43,San Pedro,CA,USA,Triangle,Silent Dim Triangle over Los Angeles,10/12/2023,Y,
Open,10/12/2023 19:33,Decatur,IL,USA,Circle,Two white circle shapes blinking steadily,10/12/2023,Y,
Open,10/12/2023 18:44,Seattle,WA,USA,Cylinder,See attached photos,10/13/2023,Y,
Open,10/12/2023 6:30,Felton,PA,USA,Light,Bright blue lights with a flashing red light,10/22/2023,,
Open,10/12/2023 2:29,Finger,TN,USA,Orb,Saw strange round lights from car,11/12/2023,Y,
Open,10/11/2023 21:21,Bellingham,WA,USA,Circle,I saw a circular object that looked to be on fire. It was disc shaped and was moving slowly in a northwestward direction.,10/11/2023,Y,
Open,10/11/2023 21:14,Ridgefield,WA,USA,Circle,Purple backlit light in clouds,10/13/2023,Y,
Open,10/11/2023 20:30,Locust Grove,GA,USA,Triangle,I noticed this object with bright light in the sky for several nights. It was lower than a star and the object had large lights & small,10/23/2023,Y,Planet/Star?
Open,10/11/2023 20:29,Oak Ridge,TN,USA,Fireball,Red orb rises straight up then disappears,10/11/2023,,
Open,10/11/2023 20:07,Gastonia,NC,USA,Oval,Tumbling large red circular shape that was changing shape and moving NNW and didn’t appear to be too far above the ground,10/12/2023,Y,
Open,10/11/2023 19:59,Plymouth,MA,USA,Star,North lights going upward around 50 ft from one another fast and in a straight row,10/11/2023,,
Open,10/11/2023 19:22,The Woodlands,TX,USA,Changing,"Red, green and white blinking circle moving eratically vertically to the horizon.",10/12/2023,,
Open,10/11/2023 18:36,Hot Springs,AR,USA,Cigar,"No visible wings, moving slow and odd sound",3/4/2024,,Drone?
Open,10/11/2023 18:34,Canastota,NY,USA,Disk,One disk object floating forward,10/11/2023,Y,Insect?
Open,10/11/2023 15:27,San Jose,CA,USA,Disk,This video shows a ship cloaking and shows the bubbles unseen by naked eyes.,12/7/2023,Y,Aircraft?
Open,10/11/2023 14:15,Baltimore,MD,USA,Orb,I saw this orb or something like flying very fast above my head.,10/11/2023,,
Open,10/11/2023 14:15,Moore,OK,USA,Other,"Saw a bright blue light that looked like a star, thought it was weird so I pointed it out.",10/12/2023,,
Open,10/11/2023 4:36,Sacramento,CA,USA,Disk,Disk shaped object with light,10/11/2023,Y,
Open,10/11/2023 1:19,Aurora,CO,USA,Light,Moving,10/11/2023,Y,Insect
Open,10/10/2023 23:48,Fredericksburg,VA,USA,Orb,White light flying across sky at a high rate of speed. No noise.,10/10/2023,,
Open,10/10/2023 23:15,South Dennis,MA,USA,Orb,"Out on deck, looking at sky. I noticed a glowing red orb that also looked like it had smaller, flashing red lights around center.",10/10/2023,,
Open,10/10/2023 23:12,Buffalo Valley,OK,USA,Rectangle,Shiny craft with two gray squares towards both ends not moving,10/11/2023,Y,
Open,10/10/2023 22:52,Los Angeles,CA,USA,Disk,"On October 10, 2023, near Calabasas Peak, pulsating blue light, observed a silent, disc-shaped object with a pulsating blue light",10/17/2023,Y,
Open,10/10/2023 22:32,Brandywine,MD,USA,Orb,Similar to one I reported on 11/19/22,10/11/2023,Y,Planet/Star
Open,10/10/2023 22:00,South Lake Tahoe,CA,USA,Circle,They were on the search for something I don't know they've been happening over today. They come in nightly and they're here all night,10/12/2023,Y,
Open,10/10/2023 19:55,Plymouth,MA,USA,Light,Saw 20 lights inline over course of 4-5 minutes. Some stopped and made erratic maneuvers,10/10/2023,,
Open,10/10/2023 18:55,Marietta,OH,USA,Cigar,My wife and I saw lights in a craft coming out of a Mexican restaurant in Marietta Ohio.,10/11/2023,,
Open,10/10/2023 18:20,South Amherst,OH,USA,Orb,An unusually bright orb of light floated stationary in the sky and darted away in an instant at an incredible speed,10/10/2023,,
Open,10/10/2023 18:15,Homeworth (south of CX),OH,USA,Other,"Very large dk grey object in sky north of my position approximately 1-1.5 miles N. Insight 10 sec, pulled onto side rd to get view gone",10/10/2023,,
Open,10/10/2023 9:00,Fort Wayne,IN,USA,Disk,I saw a shiny metallic disc. It traveled away from me.,10/18/2023,,
Open,10/10/2023 5:44,Ventura,CA,USA,Rectangle,"Very bright objects with 5-6 non-blinking lights on each, flying side by side usually see only one",10/10/2023,,
Open,10/10/2023 2:52,Port Orchard,WA,USA,Orb,Floating green orb,10/11/2023,Y,
Open,10/9/2023 22:10,Maricopa,AZ,USA,Light,Sitting on patio and saw 2 very diffuse orbs flying together shifting very fast and then disappearing,10/9/2023,,
Open,10/9/2023 20:53,New Braunfels,WI,USA,Orb,A reddish orb light was traveling silently from the East horizon to the South West horizon under the cloud cover in about two minutes.,10/14/2023,Y,
Open,10/9/2023 20:09,Hinsdale,IL,USA,Circle,Multiple bright lights moving in a line then erratically,10/9/2023,Y,Starlink
Open,10/9/2023 20:00,Bainbridge Island,WA,USA,Star,Saw a bright star zig zagging like a 'z' super quick. Couldn't tell how far away. Had girlfriend look at it and she saw it zig zag.,10/14/2023,,Drone
Open,10/9/2023 19:02,Albuquerque,NM,USA,Circle,Remained in a circle area turning different colors. Then left.,10/19/2023,,
Open,10/9/2023 14:38,Broken arrow,OK,USA,Triangle,Standing inside the Arkansas River taking pictures seen a triangular craft hovering above,10/9/2023,Y,
Open,10/9/2023 7:30,Midvale,UT,USA,Light,Streak of light heading down. 4 days later streak of light heading up toward 3 red lights in triangle formation.,10/13/2023,Y,Contrail
Open,10/9/2023 6:40,Salt Lake City,UT,USA,Light,I have been spotting a round light around 6:20-6:50 on my morning walk to work for about two weeks now.,10/9/2023,Y,Planet/Star?
Open,10/9/2023 4:30,Manchester,NJ,USA,Circle,Saw a large circular object dark orange to red in color flying across the sky from north to south,10/11/2023,,
Open !,10/9/2023 3:30,Idaho Falls,ID,USA,Triangle,"Orange lights in the sky with smooth but random movement that joined in formation to form a triangle, then accelerated away from us.",10/9/2023,,
Open,10/9/2023 3:25,Watauga,TX,USA,Circle,It looked like a strange balloon,10/9/2023,,
Open,10/9/2023 0:22,Hollywood,CA,USA,Triangle,Grey shaped craft no lights flying sideways,10/9/2023,,
Open,10/8/2023 23:18,Wake Forest,NC,USA,Circle,Saw 3 circles of light,10/8/2023,Y,
Open,10/8/2023 21:59,Suffolk,VA,USA,Formation,Four lights flew in formation very fast across sky in diamond formation and then changed formation,10/10/2023,,
Open,10/8/2023 21:05,Gurnee,IL,USA,Light,It was very high in the sky and moved at unbelievable speed.,10/14/2023,,
Open,10/8/2023 19:40,Guntersville,AL,USA,Orb,Reflective Orb,10/10/2023,Y,
Open !,10/8/2023 19:37,Powell Butte,OR,USA,Disk,Large disk,10/12/2023,,
Open,10/8/2023 19:30,Parsippany,NJ,USA,Unknown,Unknown light seen in sky,11/10/2023,Y,
Open,10/8/2023 19:15,Ridgefield (fairgrounds area),WA,USA,Orb,Witnessed an orb (round ball of light} paralleling a commercial flight. Both at different levels and at different speeds.,10/9/2023,,
Open,10/8/2023 18:00,Greenwich,NY,USA,Fireball,My girlfriend and I witnessed 3 or more lights chasing each other around in random patterns before disappearing over the mountains,10/8/2023,,
Open,10/8/2023 18:00,Wichita,KS,USA,Orb,"15-20 clear, metallic orbs gathered at tree line, pulsed light in unison, left together, totally silent and disappeared.",10/14/2023,Y,
Open,10/8/2023 17:00,,CA,USA,Changing,"UFO Spawned, Moved Slowly, Disappeared",10/9/2023,Y,Balloon?
Open,10/8/2023 12:31,Littleton,CO,USA,Oval,"Black object moving south, then north minutes later.",10/10/2023,Y,
Open,10/8/2023 10:31,KANSAS CITY,MO,USA,Changing,"I observed a black object appearing to rotate clockwise without sound as it moved West to East, reflecting sunlight periodically.",10/8/2023,Y,
Open,10/8/2023 10:07,El Cajon,CA,USA,Formation,"16 Shiny Objects Above El Cajon, CA",12/11/2023,Y,
Open,10/7/2023 23:00,Metro Atlanta,GA,USA,Light,Saw a bluish green gumdrop shaped object flying probably around 1000 feet. Flew off at an incredible speed west towards the horizon,10/7/2023,,
Open,10/7/2023 22:00,Waterloo,IL,USA,Light,A bright white light shining through the trees not moving then disappeared,11/15/2023,,
Open !,10/7/2023 21:10,Springfield,OR,USA,Chevron,12 or more dim lights in a perfect chevron or boomerang shape,10/8/2023,,
Open,10/7/2023 21:00,Waldorf,MD,USA,Changing,"Bright light then it had small ""stems"" coming from it like a 4 legged spider.",10/7/2023,Y,
Open,10/7/2023 20:20,Peoria,IL,USA,Light,Multiple lights going above clouds at various patterns and speeds,10/7/2023,,Searchlight?
Open,10/7/2023 17:12,Denver,CO,USA,Orb,Multiple Orbs,10/9/2023,Y,
Open,10/7/2023 4:06,ellijay ga,GA,USA,Circle,one large extremely bright circular object with three circular colored lights located across the top,10/7/2023,,
Open,10/7/2023 4:00,Enid,OK,USA,Changing,Orbs of 1-4 lights that were moving unnaturally in the sky.,10/7/2023,Y,
Open,10/6/2023 23:30,Luray,VA,USA,Light,2 large lights and shooting lights,10/10/2023,Y,
Open !,10/6/2023 23:03,Brighton,MO,USA,Triangle,Three brilliantly white Lights hovering in the sky,10/10/2023,,
Open,10/6/2023 20:30,Phoenix,AZ,USA,Orb,Seen a white orb in the sky while taking my dogs outside,2/25/2024,Y,
Open,10/6/2023 12:05,Grand rapids,MI,USA,Cylinder,Cylinder above clouds going against the wind,10/6/2023,,
Open,10/6/2023 8:45,Chino Valley,AZ,USA,Changing,"Chrome shape changing, stationary",10/6/2023,,
Open,10/6/2023 2:34,Hollywood,CA,USA,Unknown,Formation of light that is hovering and moving slowly twinkling a bright lights of colors of lights other forms of light splitting off,10/6/2023,Y,
Open,10/6/2023 2:00,Madras,OR,USA,Flash,Bright flashing lights,10/6/2023,Y,
Open,10/6/2023 1:00,Sutton,WV,USA,Light,"Bright lights moving around, could see glowing from going above and through our clouds",10/7/2023,,
Open !,10/5/2023 23:00,Chicago,IL,USA,Light,Lights maneuvering rapidly at extreme altitude,10/12/2023,,
Open !,10/5/2023 22:31,Parker,CO,USA,Cylinder,"It was orange object it was massive, it looked similar to a plane but definitely not a plane, it had a giant sphere in the middle.",10/6/2023,,
Open !,10/5/2023 22:30,Chattanooga,TN,USA,Triangle,Triangle shaped object glowing green along the edges sighted for approx 15sec before vision being blocked by buildings.,10/18/2023,,
Open,10/5/2023 21:58,Biddeford Maine,ME,USA,Circle,White light emitted it was small it was fast and left no chem trail and it had disappeared,10/8/2023,,
Open,10/5/2023 21:45,Colorado Springs 80917,CO,USA,Triangle,Spotted 3 red lights in the shape of triangle,10/5/2023,,
Open,10/5/2023 20:06,Topeka,KS,USA,Chevron,"Somewhat low to the ground, silent, black, with many reflective points.",10/5/2023,,
Open !,10/5/2023 20:00,Bridgeport,IL,USA,Disk,Large apparently disk shipped object moving in circular motion about 75-150 feet in the air.,10/6/2023,,
Open,10/5/2023 19:43,Gatlinburg,TN,USA,Flash,ufo's were seen while taking picture of skybridge,10/23/2023,Y,Camera Anomaly
Open,10/5/2023 19:05,Swanton,CA,USA,Triangle,Saw jet chasing object,10/5/2023,,
Open,10/5/2023 18:53,Avon Park,FL,USA,Light,Fading white light,10/6/2023,,
Open,10/5/2023 17:51,White Plains,NY,USA,Chevron,2 objects in the sky (stationary),10/5/2023,Y,
Open,10/5/2023 17:35,Lawrence,MA,USA,Orb,Bright silver orb very high,10/5/2023,,
Open,10/5/2023 12:20,Shippensburg,PA,USA,Circle,"Middle of the day, Half translucent disk flew over driveway and then vanished.",4/9/2024,,
Open,10/5/2023 11:31,lawrence,KS,USA,Light,6 lights flying west to east then 2 lights split off and went in a different direction,10/5/2023,,
Open !,10/5/2023 11:25,Grand Canyon,AZ,USA,Cigar,White cigar shaped traveling from north east to southwest straight line absolutely no sound,10/5/2023,,
Open,10/5/2023 11:23,Grand Canyon Village,AZ,USA,Cigar,Tic-Tac UFO traveling 350-400 mph no sound from ne-sw,1/10/2024,Y,
Open,10/5/2023 10:00,Kansas City,MO,USA,Disk,Saw something shining outside the window at a distance and started looking more in depth to realize it wasn’t a plane or drone,10/5/2023,,
Open,10/5/2023 7:45,Middleton,ID,USA,Orb,Saw it above my house this morning and took pictures,10/5/2023,Y,
Open,10/5/2023 5:45,Chapin,SC,USA,Unknown,12:00 high Bright Orange Object completely disappears,10/5/2023,,
Open,10/5/2023 5:03,Auburn,CA,USA,Orb,Slow moving light looked like a star or satellite from south to north then abruptly turned east then stopped.,10/6/2023,Y,
Open,10/5/2023 3:11,Windsor,CO,USA,Triangle,"Saw a wedge-shaped aircraft with a light on the nose, and two lights down either side (not on the bottom), for a total of 5 lights.",2/7/2024,,
Open !,10/5/2023 1:46,Homosassa,FL,USA,Changing,"We saw a giant red, motionless comet. We ran towards it, and noticed it was a vertical rectangle, tapered back to a point",10/8/2023,,
Open,10/5/2023 1:00,Liberty,KY,USA,Fireball,It was raining fire straight toward us it hit 300 yards from our advantage point I located it on Google earth,10/24/2023,Y,
Open,10/4/2023 23:55,Brookshire,TX,USA,Circle,Saw this unusual sky phenomena on my security camera footage,10/6/2023,Y,
Open,10/4/2023 23:15,Searcy,AR,USA,Orb,Methane emmissions could have created the light phenomenon. A homeless man is said to occupy that specific spot.,10/6/2023,,
Open,10/4/2023 22:41,Orange,CT,USA,Light,Unknown lights at backyard,10/4/2023,Y,
Open,10/4/2023 22:20,Las Vegas,NV,USA,Circle,It was hovering with flashing lights goin from the left to the right repeatedly,10/4/2023,Y,
Open,10/4/2023 21:36,Hixson,TN,USA,Orb,Saw shining orb in sky stationary moved left and then disappeared.,10/4/2023,Y,
Open !,10/4/2023 21:35,Mineral Wells,TX,USA,Changing,"Stationary shape changing flying object, no noise.",10/5/2023,Y,
Open,10/4/2023 21:30,,PA,USA,Light,"I first saw a white pulsing light with multiple points like a classic Christmas star. As it move silently another one appeared, red.",10/5/2023,Y,Aircraft?
Open,10/4/2023 21:05,Fort Collins,CO,USA,Circle,Second sighting of UFO in one week,1/7/2024,Y,
Open,10/4/2023 21:00,Aurora,OR,USA,Unknown,"Flashing lights, maybe blue and red (yes, like a plane) and oval.",10/4/2023,,
Open,10/4/2023 19:30,"Myerstown, PA",PA,USA,Triangle,Low Flying Aircraft With 3 Lights In The Shape Of A Triangle-Looks Like An Airplane But Only With 3 Triangular Lights,10/7/2023,,
Open,10/4/2023 19:28,Fall River,MA,USA,Triangle,A picture taken of a smoke trail in the sky reveals something else.,10/6/2023,Y,Contrail
Open,10/4/2023 19:05,Arlington,VA,USA,Light,Three lights appeared moving in the sky then dissappeared,10/6/2023,Y,
Open !,10/4/2023 18:32,Los Angeles,CA,USA,Sphere,A plane was flying by and I noticed 3 black spheres circling it as it flew by eventually the spheres went on their own path.,10/5/2023,,
Open,10/4/2023 18:09,Portland,OR,USA,Orb,4 year old son reported lights in sky while securing in car seat. Glimmering lights viewed. Video taken.,10/8/2023,Y,Birds?
Open,10/4/2023 15:10,Fair Oaks,CA,USA,Other,"5 white dots appear from the middle of the blue sky, do some circles, and then vanish again in the blue sky.",10/4/2023,,
Open,10/4/2023 13:45,Rye area over I95,CT,USA,Other,"I saw it, and then a few seconds later it disappeared, and that it reappeared a few seconds later.",10/4/2023,,
Open,10/4/2023 6:10,Fairborn,OH,USA,Orb,It was moving across the sky then it just disappeared.,10/4/2023,,
Open,10/4/2023 5:30,Pinehurst,NC,USA,Disk,Taking dog out and looking up at the sky I saw the object and wrote down the time when I got inside!,10/4/2023,,
Open,10/3/2023 20:55,Port Orchard,WA,USA,Triangle,"I saw it driving down the road, not sure if it was military",10/4/2023,,
Open,10/3/2023 20:45,Town of Carmel outside of the City of Millville,NJ,USA,Chevron,"A UFO chevron shaped three swirling lights hovering without moving much sound, larger than my car, low flying and moving slow.",10/4/2023,Y,
Open,10/3/2023 20:40,Panama City Beach,FL,USA,Orb,"Spotted this faint blue orb looked like a star flying west to east, with many to follow. two were very close in prox.",10/4/2023,,Starlink?
Open,10/3/2023 20:08,Norman,OK,USA,Sphere,Bright color changing orb,10/4/2023,Y,
Open,10/3/2023 19:04,Erie,PA,USA,Formation,My wife and I thought we were looking at a helicopter but it wasn’t making any noise.,10/3/2023,Y,
Open,10/3/2023 15:15,Greensboro,NC,USA,Cigar,White Cigar Shaped Craft,10/4/2023,,
Open,10/3/2023 12:00,Waltham,MA,USA,Sphere,I was lying in my backyard looking up at sky when I saw an object shoot accross the sky in an arc position.,4/27/2024,Y,
Open,10/3/2023 11:22,La Habra,CA,USA,Orb,"Two orbs were seen in the sky, slowly moving, periodically disappearing and blinking. One moved quickly at one point.",10/5/2023,Y,
Open,10/3/2023 6:15,Huntertown,IN,USA,Circle,Rounded with white flashing lights all the way around and two larger white lights underneath it. About the size of a bus.,10/16/2023,,
Open,10/3/2023 5:50,DeKalb,MS,USA,Triangle,Unexplained flying object that was observed by two witnesses and then vanished.,10/3/2023,,
Open,10/3/2023 5:30,Huntertown,IN,USA,Other,It was long with 1 green and 1 red light solid in the center with slow flashing white lights at each end.,10/16/2023,Y,
Open !,10/3/2023 2:50,Boston,MA,USA,Circle,Airline pilot - Lights high in sky ahead and above coming in and out,10/6/2023,Y,
Open,10/2/2023 23:08,Lyndon,NY,USA,Orb,Three orbs coming together and forming one.,10/2/2023,,
Open !,10/2/2023 22:21,No city on highway,WA,USA,Egg,Followed/stalked by floating egg ( yes I'm aware of how that sounds ),10/5/2023,Y,
Open,10/2/2023 21:44,Mineral Wells,TX,USA,Changing,"Object in sky changing forms followed by others flashing by near main craft, no sound beautiful formation yet unexplainable flight path",10/9/2023,Y,
Open,10/2/2023 21:30,Kansas City,MO,USA,Triangle,Triangle with three lights figure in sky,10/2/2023,,
Open,10/2/2023 20:43,Elyria (possibly),OH,USA,Triangle,Ring video of a possible craft flying upward,10/3/2023,Y,
Open,10/2/2023 20:30,Laguna,CA,USA,Cigar,Looked up into the mist coming off the ocean and saw a cigar shape siting in the misty sky.,2/11/2024,Y,
Open,10/2/2023 20:25,Albany,NY,USA,Light,large light traveling at high speed quietly below commercial plane elevation,10/2/2023,,
Open,10/2/2023 20:02,,MS,USA,Light,An apparent meteorite that reappeared as a slowly flashing object going in the opposite direction.,10/2/2023,,
Open,10/2/2023 19:58,Oshkosh,WI,USA,Changing,"Standing in my driveway, looking at the eastern sky and spot 2 flashing anomaly's. One much brighter than the other.",10/2/2023,Y,
Open,10/2/2023 19:56,Santa Fe,NM,USA,Orb,"Was originally noticing a flying object which looked peculiar, but a bright, stationary orb in direct path began to move in opposite...",10/2/2023,Y,
Open,10/2/2023 18:45,Bowling Green,KY,USA,Disk,Kentucky I65S UFO’s,10/2/2023,Y,
Open,10/2/2023 18:20,Elyria,OH,USA,Rectangle,Rectangle in sky about an hour before sunset,10/2/2023,,
Open !,10/2/2023 16:04,Fair Oaks,CA,USA,Unknown,60+ white dots flying in circles and undulated paths appeared from the blue sky and after 4+ minutes vanished in the blue sky again.,10/4/2023,,
Open,10/2/2023 16:00,Wallingford,CT,USA,Orb,A bright stationary object that took off about 1K miles per Hr.,3/6/2024,,
Open,10/2/2023 14:02,Taylorville,IL,USA,Formation,White craft with forward swept wings at fairly high altitude with no sound at all,10/2/2023,,
Open,10/2/2023 13:03,Silver Spring,MD,USA,Other,Streaks of light/clouds coming down; sometimes stopping in mid air: typically making a beeline for a cloud; one turned and went back up,10/6/2023,Y,Contrail
Open,10/2/2023 3:13,Chatsworth,GA,USA,Light,Straight line of lights moving across the sky.,10/5/2023,,Starlink?
Open,10/2/2023 0:48,Luray,VA,USA,Light,Two faint balls of white light traveling at a constant rate of speed across the horizon,10/1/2023,,
Open,10/1/2023 22:00,Dallas,TX,USA,Unknown,Object is seen every night.,10/9/2023,,Planet/Star
Open,10/1/2023 21:19,Shelburne Falls,MA,USA,Circle,"Too flashing orbs in the sky stationary for the most part there, and then disappeared",10/3/2023,Y,
Open,10/1/2023 21:07,Fort Worth,TX,USA,Star,"Appeared as a small star but traveled very slowly, moving in an irregular pattern from west to east, lingered, then south.",10/1/2023,Y,
Open,10/1/2023 21:00,Sherman,TX,USA,Formation,"After pic was taken, they all disappeared in formation toward the south.",10/3/2023,Y,Starlink
Open,10/1/2023 20:47,Hollister,MO,USA,Light,"A very long, BRIGHT white, thin rectangle appeared between the Moon & Jupiter and moved directly towards the Moon & disappeared",10/3/2023,Y,
Open,10/1/2023 20:31,Columbia,MD,USA,Orb,White orb 182° South moving very fast,10/4/2023,,
Open,10/1/2023 20:18,SHELBYVILLE,TN,USA,Egg,"Small, silent craft with lights goes invisible.",10/1/2023,,
Open,10/1/2023 19:38,ENFIELD,CT,USA,Chevron,We saw it. My husband did say ok my bf. Said he saw 20 of them the week before following each other,10/8/2023,Y,Starlink?
Open !,10/1/2023 19:30,Vancouver,WA,USA,Orb,"2 then 3 red orbs, equally spaced in a line, motionless for over an hour, then individually disappeared and reappeared for another hour",10/2/2023,Y,
Open,10/1/2023 18:58,Salt Lake City,UT,USA,Cigar,A storm was coming in so the coloring of the sky was beautiful. I was at the front door looking at the sky when I spotted it,10/1/2023,Y,
Open,10/1/2023 14:08,New Hartford,NY,USA,Light,Strange cluster of lights (two and three?) and a triangular shaped cloud(?).,10/22/2023,Y,Camera Anomaly
Open,10/1/2023 13:55,Mount Vernon,OH,USA,Egg,We was on my Harley I just looked up and seen a silver tic Tac shaped object I pointed out to my wife and she said yeah I see it,10/12/2023,,
Open,10/1/2023 7:08,Knox,IN,USA,Unknown,Taking picture of fog over field. Captured image by accident,10/2/2023,Y,Bird
Open,10/1/2023 6:50,Hamtramck,MI,USA,Unknown,At first it was stationary bright green light then flashed then flew away then showed up back at same spot but a red color this time,10/1/2023,Y,
Open,10/1/2023 3:43,"Los Angeles, Fontana",CA,USA,Circle,I seen something in the sky that was moving in no clear manner for multiple hours and locations.,10/1/2023,Y,
Open,10/1/2023 1:45,Delano,MN,USA,Disk,It was a gray disk with a blue sideways glow in the middle in the shape of a ufo and it was blinking while flying forward disappearing,10/1/2023,,
Open,10/1/2023 1:00,Broadview Heights,OH,USA,Chevron,Chevron shaped craft with ‘plasma’ trail silently screamed across 140 degrees of the visible night sky from NW to SE,10/7/2023,,
Open,10/1/2023 1:00,Ebensburg,PA,USA,Other,"Clear night sky, two orange lights with an orange trail appeared moving very fast from west to southeast.",10/1/2023,,
Open,10/1/2023 0:06,Modesto,CA,USA,Formation,Odd formation of orange lights in the night sky,10/1/2023,Y,
Open,9/30/2023 22:04,South Haven Michigan,MI,USA,Circle,"It was a clear night, full moon, what appeared to be two stars very bright in the sky, standing still, then started to move slowly",10/2/2023,Y,
Open,9/30/2023 22:02,Spokane,WA,USA,Light,"One bright, shiny fuzzy spark JRA...just rolling along",10/1/2023,,
Open,9/30/2023 21:46,Huron,OH,USA,Orb,"While seated fishing, I noticed a red circle shaped object just to the right of the moon moving ene to wsw.",10/5/2023,,
Open !,9/30/2023 21:45,Rapid City,SD,USA,Chevron,Large Boomerang shape UFO with no lights flew over our house,9/30/2023,,
Open,9/30/2023 21:40,Chattanooga,TN,USA,Sphere,"Glowing, bright, small, silent floating orb. About the size of a softball.",10/7/2023,,
Open,9/30/2023 21:00,Gettysburg,PA,USA,Disk,blinking object seen racing around in sky,10/8/2023,Y,
Open,9/30/2023 20:35,Gaffney,SC,USA,Circle,A cell phone image that appears to show 7-8 people standing in the street with their heads down. The image was taken on I-75,11/11/2023,Y,Camera Anomaly
Open,9/30/2023 20:30,Rice,VA,USA,Disk,"Flying disc, thought was a shooting star, lights on the side, it began to rotate and move in front of me through the sky.",10/1/2023,,
Open,9/30/2023 20:15,Fontana,CA,USA,Fireball,"I was driving out my street when I realized two very bright lights , looking as if one was following the other",10/1/2023,Y,
Open,9/30/2023 20:11,Edgerton,MO,USA,Formation,We were watching the tree line where flying objects had been coming from..,10/1/2023,Y,
Open,9/30/2023 20:07,Panama City Beach,FL,USA,Changing,"Was UFO watching at my house awaiting my friend to show up to join, when I saw them. They were in a line and appeared off-set",10/4/2023,Y,
Open !,9/30/2023 19:28,Pasadena,MD,USA,Light,Driving in my neighborhood I saw bright circular lights over the houses. They began to make formations and slowly dim away one by one,10/1/2023,Y,Flares?
Open,9/30/2023 19:21,Madison,WI,USA,Light,I was on my porch and I looked up. I seen a very bright light flying just underneath a airplane blinking. This craft was traveling East,10/1/2023,Y,
Open,9/30/2023 16:00,Brentwood,TN,USA,Egg,With it being Clear Skies it caught my eye as I was returning to my truck and it just sit in one spot not moving,10/1/2023,Y,
Open !,9/30/2023 14:50,Clyde,NC,USA,Rectangle,Me and my family saw a large rectangular reflective craft above our house for about 20-30 seconds.,9/30/2023,,
Open,9/30/2023 8:43,HALNDLE BCH,FL,USA,Diamond,Saw what looked like a bright slow moving light. Upon magnification at 100x it was changing shape and color.,10/2/2023,,
Open,9/30/2023 3:18,Boulder,CO,USA,Orb,A,9/30/2023,Y,
Open,9/30/2023 2:46,Forest City,NC,USA,Triangle,I've been seeing these for months. It's triangular in shape with red and sometimes white,10/7/2023,Y,
Open,9/30/2023 0:08,Cuba,MO,USA,Light,A light across the sky at high speed,9/29/2023,,
Open,9/29/2023 23:50,Otter creek township,PA,USA,Orb,Watch a bright orb that then just vanished like a light switch being turned off. It returned 5 minutes later and slowly faded out.,9/29/2023,,
Open,9/29/2023 23:00,Victor,NY,USA,Disk,"Bright light appeared in sky, too bright to be a star. I used my 90MM telescope and observed 2 disk/saucer shaped crafts with windows",9/29/2023,Y,Planet/Star?
Open,9/29/2023 21:30,Kent,WA,USA,Fireball,"Two undulating or ""playful"" fireballs",9/30/2023,Y,
Open,9/29/2023 21:20,Canton,GA,USA,Light,Watched 20 balls of light one after another spaced around 5 seconds apart fly and then disappear,9/29/2023,,
Open,9/29/2023 20:05,gadsden,AL,USA,Fireball,basketball size fire ball flying over head,10/30/2023,,
Open,9/29/2023 18:30,Epping,NH,USA,Other,"Five family members observed black, S-shape object, rotating counter-clockwise, due east, over Epping,NH.",10/16/2023,Y,Balloon?
Open,9/29/2023 17:33,Fort Collins,CO,USA,Sphere,I was laying in the grass when a white sphere started darting across the sky. My friend saw it as well and it appear to be unaffected.,11/1/2023,,
Open,9/29/2023 11:45,New Iberia,LA,USA,Triangle,Met with other lights,10/29/2023,,
Open,9/29/2023 10:10,Enterprise,NV,USA,Teardrop,UFO hovering above Enterprise motionless,9/29/2023,,
Open,9/29/2023 9:13,Cincinnati,OH,USA,Triangle,We saw 3 bright orange lights in different areas creating the shape of a traingle rapidly moving in different directions.,9/29/2023,,
Open,9/29/2023 9:02,SomerSet,WI,USA,Sphere,"A 1' diameter, matte chrome, opaque sphere hovering between the Highway, reported to the local police department that day",10/4/2023,,
Open,9/29/2023 8:46,Athens,GA,USA,Changing,"Clear circular object with two bright, silver dots on either side. Dropped down in sky, left short contrail and one dot disappeared.",9/29/2023,,
Open,9/28/2023 21:23,Dallas,FL,USA,Orb,Saw 3 bright orbs stationary in sky while landing at DFW,10/5/2023,Y,Aircraft
